placed | OrderID: 1
shipped | OrderID: 57
placed | OrderID: 60
shipped | OrderID: 58
placed | OrderID: 61
shipped | OrderID: 59
shipped | OrderID: 60
placed | OrderID: 62
shipped | OrderID: 61
placed | OrderID: 63
shipped | OrderID: 62
placed | OrderID: 64
refunded | OrderID: 63
placed | OrderID: 65
placed | OrderID: 66
shipped | OrderID: 64
placed | OrderID: 67
shipped | OrderID: 65
placed | OrderID: 68
placed | OrderID: 69
shipped | OrderID: 66
placed | OrderID: 70
shipped | OrderID: 67
placed | OrderID: 71
shipped | OrderID: 68
placed | OrderID: 72
shipped | OrderID: 69
placed | OrderID: 73
shipped | OrderID: 71
refunded | OrderID: 70
placed | OrderID: 74
shipped | OrderID: 72
shipped | OrderID: 73
placed | OrderID: 75
placed | OrderID: 76
shipped | OrderID: 74
shipped | OrderID: 75
placed | OrderID: 77
placed | OrderID: 78
shipped | OrderID: 76
placed | OrderID: 79
shipped | OrderID: 77
placed | OrderID: 80
shipped | OrderID: 78
placed | OrderID: 81
shipped | OrderID: 79
placed | OrderID: 82
shipped | OrderID: 80
placed | OrderID: 83
shipped | OrderID: 81
placed | OrderID: 84
placed | OrderID: 85
shipped | OrderID: 82
shipped | OrderID: 83
placed | OrderID: 86
placed | OrderID: 87
shipped | OrderID: 84
shipped | OrderID: 85
placed | OrderID: 88
shipped | OrderID: 86
shipped | OrderID: 87
placed | OrderID: 89
placed | OrderID: 90
shipped | OrderID: 88
placed | OrderID: 91
placed | OrderID: 92
shipped | OrderID: 89
shipped | OrderID: 90
placed | OrderID: 93
placed | OrderID: 94
shipped | OrderID: 91
shipped | OrderID: 92
placed | OrderID: 95
placed | OrderID: 96
shipped | OrderID: 93
placed | OrderID: 97
shipped | OrderID: 94
shipped | OrderID: 95
placed | OrderID: 98
placed | OrderID: 99
shipped | OrderID: 96
placed | OrderID: 100
shipped | OrderID: 97
shipped | OrderID: 98
placed | OrderID: 101
placed | OrderID: 102
shipped | OrderID: 99
placed | OrderID: 103
shipped | OrderID: 100
shipped | OrderID: 101
placed | OrderID: 104
shipped | OrderID: 102
placed | OrderID: 105
placed | OrderID: 106
shipped | OrderID: 103
placed | OrderID: 107
shipped | OrderID: 104
placed | OrderID: 108
shipped | OrderID: 105
placed | OrderID: 109
shipped | OrderID: 106
shipped | OrderID: 107
placed | OrderID: 110
shipped | OrderID: 108
placed | OrderID: 111
shipped | OrderID: 109
placed | OrderID: 112
shipped | OrderID: 110
placed | OrderID: 113
placed | OrderID: 114
shipped | OrderID: 111
shipped | OrderID: 112
placed | OrderID: 115
shipped | OrderID: 113
placed | OrderID: 116
shipped | OrderID: 114
placed | OrderID: 117
placed | OrderID: 118
shipped | OrderID: 115
placed | OrderID: 119
shipped | OrderID: 116
placed | OrderID: 120
shipped | OrderID: 117
placed | OrderID: 121
shipped | OrderID: 118
placed | OrderID: 122
shipped | OrderID: 119
placed | OrderID: 123
shipped | OrderID: 120
placed | OrderID: 124
shipped | OrderID: 121
shipped | OrderID: 122
shipped | OrderID: 123
placed | OrderID: 125
placed | OrderID: 126
shipped | OrderID: 124
placed | OrderID: 127
placed | OrderID: 128
shipped | OrderID: 125
placed | OrderID: 129
shipped | OrderID: 126
placed | OrderID: 130
shipped | OrderID: 127
shipped | OrderID: 128
placed | OrderID: 131
shipped | OrderID: 129
shipped | OrderID: 130
shipped | OrderID: 131
placed | OrderID: 132
placed | OrderID: 133
placed | OrderID: 134
shipped | OrderID: 129
shipped | OrderID: 132
placed | OrderID: 135
refunded | OrderID: 133
shipped | OrderID: 134
placed | OrderID: 136
placed | OrderID: 137
shipped | OrderID: 135
placed | OrderID: 138
shipped | OrderID: 136
placed | OrderID: 139
shipped | OrderID: 137
placed | OrderID: 140
shipped | OrderID: 138
placed | OrderID: 141
placed | OrderID: 142
shipped | OrderID: 139
placed | OrderID: 143
shipped | OrderID: 140
placed | OrderID: 144
shipped | OrderID: 141
placed | OrderID: 145
shipped | OrderID: 142
shipped | OrderID: 143
placed | OrderID: 146
shipped | OrderID: 144
placed | OrderID: 147
shipped | OrderID: 145
placed | OrderID: 148
shipped | OrderID: 146
placed | OrderID: 149
placed | OrderID: 150
shipped | OrderID: 147
placed | OrderID: 151
shipped | OrderID: 148
placed | OrderID: 152
shipped | OrderID: 149
placed | OrderID: 153
shipped | OrderID: 150
shipped | OrderID: 151
placed | OrderID: 154
placed | OrderID: 155
shipped | OrderID: 152
shipped | OrderID: 153
placed | OrderID: 156
shipped | OrderID: 154
placed | OrderID: 157
placed | OrderID: 158
shipped | OrderID: 155
placed | OrderID: 159
shipped | OrderID: 156
shipped | OrderID: 157
placed | OrderID: 160
shipped | OrderID: 158
placed | OrderID: 161
shipped | OrderID: 159
placed | OrderID: 162
shipped | OrderID: 160
placed | OrderID: 163
shipped | OrderID: 161
placed | OrderID: 164
shipped | OrderID: 162
placed | OrderID: 165
shipped | OrderID: 163
placed | OrderID: 166
shipped | OrderID: 164
placed | OrderID: 167
placed | OrderID: 168
shipped | OrderID: 165
placed | OrderID: 169
shipped | OrderID: 166
shipped | OrderID: 167
placed | OrderID: 170
placed | OrderID: 171
shipped | OrderID: 168
shipped | OrderID: 169
placed | OrderID: 172
placed | OrderID: 173
shipped | OrderID: 170
placed | OrderID: 174
shipped | OrderID: 171
shipped | OrderID: 172
placed | OrderID: 175
shipped | OrderID: 173
placed | OrderID: 176
placed | OrderID: 177
shipped | OrderID: 174
shipped | OrderID: 175
placed | OrderID: 178
shipped | OrderID: 176
shipped | OrderID: 177
placed | OrderID: 179
placed | OrderID: 180
shipped | OrderID: 178
placed | OrderID: 181
shipped | OrderID: 179
placed | OrderID: 182
shipped | OrderID: 180
placed | OrderID: 183
shipped | OrderID: 181
placed | OrderID: 184
placed | OrderID: 185
shipped | OrderID: 182
placed | OrderID: 186
shipped | OrderID: 183
placed | OrderID: 187
shipped | OrderID: 184
shipped | OrderID: 185
placed | OrderID: 188
shipped | OrderID: 186
placed | OrderID: 189
shipped | OrderID: 187
placed | OrderID: 190
placed | OrderID: 191
shipped | OrderID: 188
placed | OrderID: 192
shipped | OrderID: 189
shipped | OrderID: 190
shipped | OrderID: 191
placed | OrderID: 193
refunded | OrderID: 192
placed | OrderID: 194
placed | OrderID: 195
placed | OrderID: 196
shipped | OrderID: 193
placed | OrderID: 197
shipped | OrderID: 194
shipped | OrderID: 195
placed | OrderID: 198
shipped | OrderID: 196
placed | OrderID: 199
shipped | OrderID: 197
placed | OrderID: 200
shipped | OrderID: 198
placed | OrderID: 201
placed | OrderID: 202
shipped | OrderID: 199
shipped | OrderID: 200
placed | OrderID: 203
shipped | OrderID: 201
shipped | OrderID: 202
placed | OrderID: 204
refunded | OrderID: 201
shipped | OrderID: 203
placed | OrderID: 205
placed | OrderID: 206
shipped | OrderID: 204
placed | OrderID: 207
placed | OrderID: 208
shipped | OrderID: 205
shipped | OrderID: 206
placed | OrderID: 209
shipped | OrderID: 207
placed | OrderID: 210
shipped | OrderID: 208
placed | OrderID: 211
shipped | OrderID: 209
placed | OrderID: 212
shipped | OrderID: 210
placed | OrderID: 213
placed | OrderID: 214
shipped | OrderID: 211
placed | OrderID: 215
shipped | OrderID: 212
placed | OrderID: 216
shipped | OrderID: 213
shipped | OrderID: 214
placed | OrderID: 217
shipped | OrderID: 215
placed | OrderID: 218
shipped | OrderID: 216
placed | OrderID: 219
shipped | OrderID: 217
placed | OrderID: 220
placed | OrderID: 221
shipped | OrderID: 218
shipped | OrderID: 219
placed | OrderID: 222
shipped | OrderID: 220
placed | OrderID: 223
shipped | OrderID: 221
placed | OrderID: 224
shipped | OrderID: 222
placed | OrderID: 225
shipped | OrderID: 223
placed | OrderID: 226
shipped | OrderID: 224
shipped | OrderID: 225
placed | OrderID: 227
placed | OrderID: 228
shipped | OrderID: 226
refunded | OrderID: 227
shipped | OrderID: 228
placed | OrderID: 229
placed | OrderID: 230
placed | OrderID: 231
shipped | OrderID: 229
placed | OrderID: 232
placed | OrderID: 233
shipped | OrderID: 230
shipped | OrderID: 231
placed | OrderID: 234
shipped | OrderID: 232
placed | OrderID: 235
shipped | OrderID: 233
shipped | OrderID: 234
placed | OrderID: 236
shipped | OrderID: 235
placed | OrderID: 237
placed | OrderID: 238
placed | OrderID: 239
shipped | OrderID: 236
placed | OrderID: 240
shipped | OrderID: 237
placed | OrderID: 241
shipped | OrderID: 238
shipped | OrderID: 239
placed | OrderID: 242
shipped | OrderID: 240
placed | OrderID: 243
shipped | OrderID: 241
placed | OrderID: 244
placed | OrderID: 245
shipped | OrderID: 242
placed | OrderID: 246
shipped | OrderID: 243
placed | OrderID: 247
shipped | OrderID: 244
placed | OrderID: 248
shipped | OrderID: 245
shipped | OrderID: 246
placed | OrderID: 249
shipped | OrderID: 247
placed | OrderID: 250
shipped | OrderID: 248
placed | OrderID: 251
shipped | OrderID: 249
placed | OrderID: 252
shipped | OrderID: 250
placed | OrderID: 253
placed | OrderID: 254
shipped | OrderID: 251
shipped | OrderID: 252
placed | OrderID: 255
shipped | OrderID: 253
placed | OrderID: 256
shipped | OrderID: 254
placed | OrderID: 257
shipped | OrderID: 255
placed | OrderID: 258
shipped | OrderID: 256
shipped | OrderID: 257
placed | OrderID: 259
placed | OrderID: 260
shipped | OrderID: 258
placed | OrderID: 261
placed | OrderID: 262
shipped | OrderID: 259
placed | OrderID: 263
shipped | OrderID: 260
placed | OrderID: 264
shipped | OrderID: 261
placed | OrderID: 265
placed | OrderID: 266
shipped | OrderID: 262
shipped | OrderID: 263
placed | OrderID: 267
shipped | OrderID: 264
placed | OrderID: 268
shipped | OrderID: 265
placed | OrderID: 269
shipped | OrderID: 266
shipped | OrderID: 267
placed | OrderID: 270
shipped | OrderID: 268
shipped | OrderID: 269
placed | OrderID: 271
shipped | OrderID: 270
placed | OrderID: 272
placed | OrderID: 273
shipped | OrderID: 271
placed | OrderID: 274
refunded | OrderID: 272
shipped | OrderID: 273
placed | OrderID: 275
placed | OrderID: 276
placed | OrderID: 277
shipped | OrderID: 274
placed | OrderID: 278
shipped | OrderID: 275
placed | OrderID: 279
shipped | OrderID: 276
shipped | OrderID: 277
placed | OrderID: 280
shipped | OrderID: 278
shipped | OrderID: 279
placed | OrderID: 281
shipped | OrderID: 280
placed | OrderID: 282
shipped | OrderID: 281
placed | OrderID: 283
shipped | OrderID: 282
placed | OrderID: 284
placed | OrderID: 285
placed | OrderID: 286
shipped | OrderID: 283
placed | OrderID: 287
shipped | OrderID: 284
placed | OrderID: 288
shipped | OrderID: 285
placed | OrderID: 289
shipped | OrderID: 286
shipped | OrderID: 287
placed | OrderID: 290
shipped | OrderID: 288
placed | OrderID: 291
shipped | OrderID: 289
placed | OrderID: 292
shipped | OrderID: 290
placed | OrderID: 293
shipped | OrderID: 291
shipped | OrderID: 292
placed | OrderID: 294
placed | OrderID: 295
placed | OrderID: 296
shipped | OrderID: 293
shipped | OrderID: 294
placed | OrderID: 297
shipped | OrderID: 295
shipped | OrderID: 296
placed | OrderID: 298
shipped | OrderID: 297
placed | OrderID: 299
shipped | OrderID: 298
placed | OrderID: 300
placed | OrderID: 301
placed | OrderID: 302
shipped | OrderID: 299
placed | OrderID: 303
shipped | OrderID: 300
placed | OrderID: 304
shipped | OrderID: 301
placed | OrderID: 305
shipped | OrderID: 302
shipped | OrderID: 303
placed | OrderID: 306
shipped | OrderID: 304
placed | OrderID: 307
shipped | OrderID: 305
placed | OrderID: 308
shipped | OrderID: 306
placed | OrderID: 309
shipped | OrderID: 307
placed | OrderID: 310
placed | OrderID: 311
shipped | OrderID: 308
placed | OrderID: 312
shipped | OrderID: 309
placed | OrderID: 313
shipped | OrderID: 310
shipped | OrderID: 311
placed | OrderID: 314
shipped | OrderID: 312
placed | OrderID: 315
placed | OrderID: 316
shipped | OrderID: 313
placed | OrderID: 317
shipped | OrderID: 314
shipped | OrderID: 315
placed | OrderID: 318
shipped | OrderID: 316
placed | OrderID: 319
shipped | OrderID: 317
placed | OrderID: 320
placed | OrderID: 321
shipped | OrderID: 318
placed | OrderID: 322
shipped | OrderID: 319
placed | OrderID: 323
shipped | OrderID: 320
placed | OrderID: 324
shipped | OrderID: 321
shipped | OrderID: 322
placed | OrderID: 325
shipped | OrderID: 323
placed | OrderID: 326
shipped | OrderID: 324
placed | OrderID: 327
placed | OrderID: 328
shipped | OrderID: 325
shipped | OrderID: 326
placed | OrderID: 329
shipped | OrderID: 327
placed | OrderID: 330
shipped | OrderID: 328
placed | OrderID: 331
shipped | OrderID: 329
placed | OrderID: 332
shipped | OrderID: 330
placed | OrderID: 333
placed | OrderID: 334
shipped | OrderID: 331
shipped | OrderID: 332
placed | OrderID: 335
shipped | OrderID: 333
placed | OrderID: 336
shipped | OrderID: 334
placed | OrderID: 337
shipped | OrderID: 335
placed | OrderID: 338
placed | OrderID: 339
shipped | OrderID: 336
placed | OrderID: 340
shipped | OrderID: 337
shipped | OrderID: 338
placed | OrderID: 341
shipped | OrderID: 339
shipped | OrderID: 340
placed | OrderID: 342
shipped | OrderID: 341
placed | OrderID: 343
shipped | OrderID: 342
placed | OrderID: 344
placed | OrderID: 345
shipped | OrderID: 343
placed | OrderID: 346
shipped | OrderID: 344
placed | OrderID: 347
placed | OrderID: 348
shipped | OrderID: 345
shipped | OrderID: 346
placed | OrderID: 349
placed | OrderID: 350
shipped | OrderID: 347
placed | OrderID: 351
shipped | OrderID: 348
shipped | OrderID: 349
shipped | OrderID: 350
placed | OrderID: 352
placed | OrderID: 353
shipped | OrderID: 351
placed | OrderID: 354
placed | OrderID: 355
shipped | OrderID: 352
placed | OrderID: 356
shipped | OrderID: 353
shipped | OrderID: 354
placed | OrderID: 357
shipped | OrderID: 355
placed | OrderID: 358
shipped | OrderID: 356
placed | OrderID: 359
shipped | OrderID: 357
shipped | OrderID: 358
placed | OrderID: 360
placed | OrderID: 361
shipped | OrderID: 359
placed | OrderID: 362
shipped | OrderID: 360
placed | OrderID: 363
shipped | OrderID: 361
placed | OrderID: 364
shipped | OrderID: 362
placed | OrderID: 365
shipped | OrderID: 363
placed | OrderID: 366
shipped | OrderID: 364
placed | OrderID: 367
shipped | OrderID: 365
placed | OrderID: 368
shipped | OrderID: 366
placed | OrderID: 369
shipped | OrderID: 367
placed | OrderID: 370
placed | OrderID: 371
shipped | OrderID: 368
placed | OrderID: 372
shipped | OrderID: 369
placed | OrderID: 373
shipped | OrderID: 370
placed | OrderID: 374
shipped | OrderID: 371
placed | OrderID: 375
shipped | OrderID: 372
placed | OrderID: 376
shipped | OrderID: 373
shipped | OrderID: 374
placed | OrderID: 377
shipped | OrderID: 375
placed | OrderID: 378
shipped | OrderID: 376
placed | OrderID: 379
shipped | OrderID: 377
placed | OrderID: 380
shipped | OrderID: 378
placed | OrderID: 381
shipped | OrderID: 379
placed | OrderID: 382
placed | OrderID: 383
shipped | OrderID: 380
placed | OrderID: 384
shipped | OrderID: 381
placed | OrderID: 385
shipped | OrderID: 382
placed | OrderID: 386
shipped | OrderID: 383
placed | OrderID: 387
shipped | OrderID: 384
shipped | OrderID: 385
shipped | OrderID: 386
shipped | OrderID: 387
placed | OrderID: 388
placed | OrderID: 389
placed | OrderID: 390
shipped | OrderID: 388
shipped | OrderID: 389
placed | OrderID: 391
shipped | OrderID: 390
placed | OrderID: 392
placed | OrderID: 393
shipped | OrderID: 391
placed | OrderID: 394
placed | OrderID: 395
shipped | OrderID: 392
placed | OrderID: 396
shipped | OrderID: 393
placed | OrderID: 397
shipped | OrderID: 394
shipped | OrderID: 395
placed | OrderID: 398
shipped | OrderID: 396
placed | OrderID: 399
shipped | OrderID: 397
placed | OrderID: 400
shipped | OrderID: 398
placed | OrderID: 401
shipped | OrderID: 399
placed | OrderID: 402
shipped | OrderID: 400
placed | OrderID: 403
shipped | OrderID: 401
placed | OrderID: 404
placed | OrderID: 405
shipped | OrderID: 402
placed | OrderID: 406
shipped | OrderID: 403
shipped | OrderID: 404
placed | OrderID: 407
shipped | OrderID: 405
placed | OrderID: 408
shipped | OrderID: 406
placed | OrderID: 409
shipped | OrderID: 407
shipped | OrderID: 408
placed | OrderID: 410
placed | OrderID: 411
shipped | OrderID: 409
placed | OrderID: 412
shipped | OrderID: 410
shipped | OrderID: 411
placed | OrderID: 413
placed | OrderID: 414
shipped | OrderID: 412
placed | OrderID: 415
shipped | OrderID: 413
shipped | OrderID: 414
placed | OrderID: 416
shipped | OrderID: 415
placed | OrderID: 417
placed | OrderID: 418
shipped | OrderID: 416
placed | OrderID: 419
placed | OrderID: 420
shipped | OrderID: 417
shipped | OrderID: 418
placed | OrderID: 421
shipped | OrderID: 419
placed | OrderID: 422
shipped | OrderID: 420
placed | OrderID: 423
placed | OrderID: 424
shipped | OrderID: 421
shipped | OrderID: 422
placed | OrderID: 425
shipped | OrderID: 423
placed | OrderID: 426
shipped | OrderID: 424
placed | OrderID: 427
shipped | OrderID: 425
placed | OrderID: 428
placed | OrderID: 429
shipped | OrderID: 426
placed | OrderID: 430
shipped | OrderID: 427
shipped | OrderID: 428
placed | OrderID: 431
shipped | OrderID: 429
placed | OrderID: 432
shipped | OrderID: 430
placed | OrderID: 433
placed | OrderID: 434
shipped | OrderID: 431
placed | OrderID: 435
shipped | OrderID: 432
placed | OrderID: 436
shipped | OrderID: 433
shipped | OrderID: 434
placed | OrderID: 437
shipped | OrderID: 435
shipped | OrderID: 436
placed | OrderID: 438
placed | OrderID: 439
shipped | OrderID: 437
placed | OrderID: 440
placed | OrderID: 441
shipped | OrderID: 438
placed | OrderID: 442
shipped | OrderID: 439
placed | OrderID: 443
shipped | OrderID: 440
shipped | OrderID: 441
placed | OrderID: 444
shipped | OrderID: 442
placed | OrderID: 445
shipped | OrderID: 443
refunded | OrderID: 442
placed | OrderID: 446
shipped | OrderID: 444
placed | OrderID: 447
shipped | OrderID: 445
placed | OrderID: 448
shipped | OrderID: 446
placed | OrderID: 449
placed | OrderID: 450
shipped | OrderID: 447
placed | OrderID: 451
shipped | OrderID: 448
shipped | OrderID: 449
placed | OrderID: 452
shipped | OrderID: 450
placed | OrderID: 453
placed | OrderID: 454
shipped | OrderID: 451
placed | OrderID: 455
shipped | OrderID: 452
placed | OrderID: 456
shipped | OrderID: 453
placed | OrderID: 457
shipped | OrderID: 454
shipped | OrderID: 455
placed | OrderID: 458
shipped | OrderID: 456
placed | OrderID: 459
shipped | OrderID: 457
placed | OrderID: 460
shipped | OrderID: 458
placed | OrderID: 461
shipped | OrderID: 459
placed | OrderID: 462
shipped | OrderID: 460
placed | OrderID: 463
shipped | OrderID: 461
placed | OrderID: 464
shipped | OrderID: 462
placed | OrderID: 465
shipped | OrderID: 463
placed | OrderID: 466
refunded | OrderID: 464
placed | OrderID: 467
shipped | OrderID: 465
placed | OrderID: 468
shipped | OrderID: 466
placed | OrderID: 469
shipped | OrderID: 467
placed | OrderID: 470
shipped | OrderID: 468
placed | OrderID: 471
placed | OrderID: 472
shipped | OrderID: 469
shipped | OrderID: 470
placed | OrderID: 473
shipped | OrderID: 471
shipped | OrderID: 472
placed | OrderID: 474
placed | OrderID: 475
shipped | OrderID: 473
placed | OrderID: 476
placed | OrderID: 477
shipped | OrderID: 474
placed | OrderID: 478
shipped | OrderID: 475
placed | OrderID: 479
shipped | OrderID: 476
shipped | OrderID: 477
placed | OrderID: 480
shipped | OrderID: 478
placed | OrderID: 481
shipped | OrderID: 479
placed | OrderID: 482
shipped | OrderID: 480
placed | OrderID: 483
shipped | OrderID: 481
placed | OrderID: 484
shipped | OrderID: 482
placed | OrderID: 485
shipped | OrderID: 483
placed | OrderID: 486
placed | OrderID: 487
shipped | OrderID: 484
placed | OrderID: 488
shipped | OrderID: 485
shipped | OrderID: 486
placed | OrderID: 489
shipped | OrderID: 487
placed | OrderID: 490
shipped | OrderID: 488
placed | OrderID: 491
shipped | OrderID: 489
shipped | OrderID: 490
placed | OrderID: 492
shipped | OrderID: 491
placed | OrderID: 493
placed | OrderID: 494
shipped | OrderID: 492
placed | OrderID: 495
shipped | OrderID: 493
placed | OrderID: 496
shipped | OrderID: 494
placed | OrderID: 497
shipped | OrderID: 495
placed | OrderID: 498
shipped | OrderID: 496
shipped | OrderID: 497
placed | OrderID: 499
placed | OrderID: 500
shipped | OrderID: 498
placed | OrderID: 501
placed | OrderID: 502
shipped | OrderID: 499
shipped | OrderID: 500
placed | OrderID: 503
shipped | OrderID: 501
placed | OrderID: 504
shipped | OrderID: 502
placed | OrderID: 505
shipped | OrderID: 503
placed | OrderID: 506
shipped | OrderID: 504
placed | OrderID: 507
shipped | OrderID: 505
placed | OrderID: 508
shipped | OrderID: 506
placed | OrderID: 509
shipped | OrderID: 507
placed | OrderID: 510
placed | OrderID: 511
shipped | OrderID: 508
shipped | OrderID: 509
placed | OrderID: 512
refunded | OrderID: 510
shipped | OrderID: 511
placed | OrderID: 513
placed | OrderID: 514
placed | OrderID: 515
shipped | OrderID: 512
shipped | OrderID: 513
placed | OrderID: 516
shipped | OrderID: 514
placed | OrderID: 517
shipped | OrderID: 515
placed | OrderID: 518
shipped | OrderID: 516
placed | OrderID: 519
shipped | OrderID: 517
placed | OrderID: 520
shipped | OrderID: 518
placed | OrderID: 521
shipped | OrderID: 519
placed | OrderID: 522
shipped | OrderID: 520
shipped | OrderID: 521
shipped | OrderID: 522
placed | OrderID: 523
shipped | OrderID: 520
placed | OrderID: 524
placed | OrderID: 525
shipped | OrderID: 523
shipped | OrderID: 524
placed | OrderID: 526
refunded | OrderID: 523
shipped | OrderID: 525
placed | OrderID: 527
shipped | OrderID: 526
placed | OrderID: 528
shipped | OrderID: 527
placed | OrderID: 529
shipped | OrderID: 528
placed | OrderID: 530
placed | OrderID: 531
shipped | OrderID: 529
shipped | OrderID: 530
placed | OrderID: 532
shipped | OrderID: 531
placed | OrderID: 533
placed | OrderID: 534
shipped | OrderID: 532
shipped | OrderID: 533
placed | OrderID: 535
shipped | OrderID: 534
placed | OrderID: 536
placed | OrderID: 537
shipped | OrderID: 535
placed | OrderID: 538
shipped | OrderID: 536
placed | OrderID: 539
shipped | OrderID: 537
placed | OrderID: 540
shipped | OrderID: 538
placed | OrderID: 541
placed | OrderID: 542
shipped | OrderID: 539
placed | OrderID: 543
shipped | OrderID: 540
placed | OrderID: 544
shipped | OrderID: 541
placed | OrderID: 545
shipped | OrderID: 542
shipped | OrderID: 543
placed | OrderID: 546
shipped | OrderID: 544
placed | OrderID: 547
shipped | OrderID: 545
placed | OrderID: 548
placed | OrderID: 549
shipped | OrderID: 546
placed | OrderID: 550
shipped | OrderID: 547
placed | OrderID: 551
shipped | OrderID: 548
placed | OrderID: 552
shipped | OrderID: 549
shipped | OrderID: 550
placed | OrderID: 553
shipped | OrderID: 551
placed | OrderID: 554
shipped | OrderID: 552
placed | OrderID: 555
shipped | OrderID: 553
placed | OrderID: 556
shipped | OrderID: 554
placed | OrderID: 557
shipped | OrderID: 555
placed | OrderID: 558
shipped | OrderID: 556
placed | OrderID: 559
shipped | OrderID: 557
placed | OrderID: 560
placed | OrderID: 561
shipped | OrderID: 558
placed | OrderID: 562
shipped | OrderID: 559
shipped | OrderID: 560
placed | OrderID: 563
shipped | OrderID: 561
shipped | OrderID: 562
placed | OrderID: 564
placed | OrderID: 565
shipped | OrderID: 563
placed | OrderID: 566
placed | OrderID: 567
shipped | OrderID: 564
placed | OrderID: 568
shipped | OrderID: 565
placed | OrderID: 569
shipped | OrderID: 566
shipped | OrderID: 567
placed | OrderID: 570
shipped | OrderID: 568
placed | OrderID: 571
placed | OrderID: 572
shipped | OrderID: 569
placed | OrderID: 573
shipped | OrderID: 570
placed | OrderID: 574
shipped | OrderID: 571
shipped | OrderID: 572
placed | OrderID: 575
shipped | OrderID: 573
shipped | OrderID: 574
placed | OrderID: 576
placed | OrderID: 577
shipped | OrderID: 575
placed | OrderID: 578
shipped | OrderID: 576
placed | OrderID: 579
shipped | OrderID: 577
placed | OrderID: 580
shipped | OrderID: 578
placed | OrderID: 581
placed | OrderID: 582
shipped | OrderID: 579
placed | OrderID: 583
shipped | OrderID: 580
placed | OrderID: 584
shipped | OrderID: 581
shipped | OrderID: 582
placed | OrderID: 585
placed | OrderID: 586
shipped | OrderID: 583
shipped | OrderID: 584
placed | OrderID: 587
placed | OrderID: 588
shipped | OrderID: 585
shipped | OrderID: 586
placed | OrderID: 589
shipped | OrderID: 587
placed | OrderID: 590
shipped | OrderID: 588
placed | OrderID: 591
shipped | OrderID: 590
placed | OrderID: 592
shipped | OrderID: 589
placed | OrderID: 593
shipped | OrderID: 591
placed | OrderID: 594
shipped | OrderID: 592
placed | OrderID: 595
shipped | OrderID: 593
shipped | OrderID: 594
placed | OrderID: 596
shipped | OrderID: 595
placed | OrderID: 597
placed | OrderID: 598
shipped | OrderID: 596
placed | OrderID: 599
shipped | OrderID: 597
placed | OrderID: 600
shipped | OrderID: 598
placed | OrderID: 601
shipped | OrderID: 599
placed | OrderID: 602
shipped | OrderID: 600
placed | OrderID: 603
shipped | OrderID: 601
placed | OrderID: 604
shipped | OrderID: 602
placed | OrderID: 605
shipped | OrderID: 603
placed | OrderID: 606
shipped | OrderID: 604
placed | OrderID: 607
